index,entry,name,equation,enzyme,equation_no_coeff
2995,rn:R03524,L-cysteine hydrogen-sulfide-lyase (adding HCN),C00097 + C01326 <=> C00283 + C02512,4.4.1.9,C00097+C01326<=>C00283+C02512
2996,rn:R03526,UDP-glucose:beta-D-glucosyltransferase (acceptor-unspecific),C00029 + C01335 <=> C00015 + C00963,2.4.1.35,C00029+C01335<=>C00015+C00963
2997,rn:R03527,D-Glucoside glucohydrolase,C00963 + C00001 <=> C00031 + C01335,3.2.1.21,C00963+C00001<=>C00031+C01335
2998,rn:R03528,L-cysteine-S-conjugate aryl-thiol-lyase (deaminating; pyruvate-forming),C02882 + C00001 <=> C01336 + C00014 + C00022,4.4.1.13,C02882+C00001<=>C01336+C00014+C00022
2999,rn:R03529,alkylmercury mercuric-lyase (alkane-forming),C01343 + C00080 <=> C01371 + C00703,4.99.1.2,C01343+C00080<=>C01371+C00703
3000,rn:R03530,ATP:dIDP phosphotransferase,C00002 + C01344 <=> C00008 + C01345,2.7.4.6,C00002+C01344<=>C00008+C01345
3001,rn:R03531,2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase;||dITP diphosphohydrolase (diphosphate-forming),C01345 + C00001 <=> C06196 + C00013,"3.6.1.66,3.6.1.-",C01345+C00001<=>C06196+C00013
3002,rn:R03532,donor:hydrogen-peroxide oxidoreductase,C00030 + C00027 <=> C00028 + 2 C00001,"1.11.1.7,1.11.1.21",C00030+C00027<=>C00028+C00001
3003,rn:R03533,donor:sulfur oxidoreductase,C00087 + C00030 <=> C00283 + C00028,,C00087+C00030<=>C00283+C00028
3004,rn:R03534,2-Hydroxyglutarate:(acceptor) 2-oxidoreductase,C02630 + C00016 <=> C00026 + C01352,1.1.99.2,C02630+C00016<=>C00026+C01352
3005,rn:R03535,,C01359 + C00804 <=> C05985 + C00113 + C00001,1.2.5.2,C01359+C00804<=>C05985+C00113+C00001
3006,rn:R03537,"2',3'-Cyclic AMP 3'-nucleotidohydrolase",C02353 + C00001 <=> C01367,3.1.4.16,C02353+C00001<=>C01367
3007,rn:R03538,"2',3'-Cyclic UMP 3'-nucleotidohydrolase",C02355 + C00001 <=> C01368,3.1.4.16,C02355+C00001<=>C01368
3008,rn:R03539,,C05590 + C02515 <=> C01382 + C00082,1.11.1.8,C05590+C02515<=>C01382+C00082
3009,rn:R03540,maleamate amidohydrolase,C01384 + C00014 <=> C01596 + C00001,3.5.1.107,C01384+C00014<=>C01596+C00001
3010,rn:R03541,prenyl-diphosphate diphosphohydrolase,C17627 + C00001 <=> C17628 + C00013,3.1.7.1,C17627+C00001<=>C17628+C00013
3011,rn:R03542,alpha-Aminopropiononitrile aminohydrolase,C05714 + 2 C00001 <=> C01401 + C00014,3.5.5.1,C05714+C00001<=>C01401+C00014
3012,rn:R03543,"benzene,NADH:oxygene 1,2-oxidoreductase",C01407 + C00007 + C00004 + C00080 <=> C04091 + C00003,1.14.12.3,C01407+C00007+C00004+C00080<=>C04091+C00003
3013,rn:R03544,,C01412 + C00004 + C00080 <=> C06142 + C00003,1.1.1.-,C01412+C00004+C00080<=>C06142+C00003
3014,rn:R03545,,C01412 + C00005 + C00080 <=> C06142 + C00006,1.1.1.-,C01412+C00005+C00080<=>C06142+C00006
3015,rn:R03546,carbamate hydro-lyase;||cyanate hydratase;||cyanate C-N-lyase,C01417 + C00080 + C00288 <=> C00011 + C01563,4.2.1.104,C01417+C00080+C00288<=>C00011+C01563
3016,rn:R03547,UDPglucose:methyl-ONN-azoxymethanol beta-D-glucosyltransferase,C00029 + C02390 <=> C00015 + C01418,2.4.1.171,C00029+C02390<=>C00015+C01418
3017,rn:R03548,"UDPglucose:7,8-dihydroxycoumarin 7-O-beta-D-glucosyltransferase",C00029 + C03093 <=> C00015 + C01421,2.4.1.104,C00029+C03093<=>C00015+C01421
3018,rn:R03549,"Gallate:oxygen 3,4-oxidoreductase (decyclizing)",C01424 + C00007 <=> C03671 + C00001,1.13.11.3,C01424+C00007<=>C03671+C00001
3019,rn:R03550,"gallate:oxygen 4,5-oxidoreductase (decyclizing)",C01424 + C00007 <=> C04324,"1.13.11.8,1.13.11.57",C01424+C00007<=>C04324
3020,rn:R03551,,C01424 + C00132 <=> C05616 + C00001,,C01424+C00132<=>C05616+C00001
3021,rn:R03552,Acetyl-CoA:histone acetyltransferase,C00024 + C02415 <=> C00010 + C01997,2.3.1.48,C00024+C02415<=>C00010+C01997
3022,rn:R03553,3'-Phosphoadenylylsulfate:keratan 6'-sulfotransferase,C00053 + C00573 <=> C00054 + C00573,2.8.2.21,C00053+C00573<=>C00054+C00573
3023,rn:R03554,S-Adenosyl-L-methionine:loganate 11-O-methyltransferase,C00019 + C01512 <=> C00021 + C01433,2.1.1.50,C00019+C01512<=>C00021+C01433
3024,rn:R03555,"loganin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (ring-cleaving)",C01433 + C03024 + C00007 <=> C01852 + C03161 + 2 C00001,1.14.19.62,C01433+C03024+C00007<=>C01852+C03161+C00001
3025,rn:R03556,"7-deoxyloganin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)",C06071 + C03024 + C00007 <=> C01433 + C03161 + C00001,1.14.14.85,C06071+C03024+C00007<=>C01433+C03161+C00001
3026,rn:R03557,Secondary alcohol:NADP+ oxidoreductase,C01612 + C00006 <=> C01450 + C00005 + C00080,1.1.1.184,C01612+C00006<=>C01450+C00005+C00080
3027,rn:R03558,UDPglucose:salicyl-alcohol beta-D-glucosyltransferase,C00029 + C02323 <=> C00015 + C01451,2.4.1.172,C00029+C02323<=>C00015+C01451
3028,rn:R03559,"toluene,NADH:oxygen oxidoreductase (1,2-hydroxylating)",C01455 + C00007 + C00004 + C00080 <=> C04592 + C00003,1.14.12.11,C01455+C00007+C00004+C00080<=>C04592+C00003
3029,rn:R03560,"toluene,NADH:oxygen oxidoreductase (2,3-dihydroxylating)",C01455 + C00007 + C00004 + C00080 <=> C01542 + C00003 + C00001,1.14.13.243,C01455+C00007+C00004+C00080<=>C01542+C00003+C00001
3030,rn:R03562,"Toluene,NADPH:oxogen oxidoreductase (3-hydroxylating)",C01455 + C00007 + C00005 + C00080 <=> C01467 + C00006 + C00001,1.14.13.-,C01455+C00007+C00005+C00080<=>C01467+C00006+C00001
3031,rn:R03563,Atropine acylhydrolase,C01479 + C00001 <=> C00729 + C01456,3.1.1.10,C01479+C00001<=>C00729+C01456
3032,rn:R03564,,C01456 + C00729 <=> C02046 + C00001,,C01456+C00729<=>C02046+C00001
3033,rn:R03565,UDPglucose:vitexin 2''-O-beta-D-glucosyltransferase,C00029 + C01460 <=> C04024 + C00015,2.4.1.105,C00029+C01460<=>C04024+C00015
3034,rn:R03566,"3-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)",C01467 + C00007 + C00005 + C00080 <=> C02923 + C00006 + C00001,1.14.13.7,C01467+C00007+C00005+C00080<=>C02923+C00006+C00001
3035,rn:R03567,6-Methylsalicylate carboxy-lyase,C02657 <=> C01467 + C00011,4.1.1.52,C02657<=>C01467+C00011
3036,rn:R03568,"4-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)",C01468 + C00007 + C00005 + C00080 <=> C06730 + C00006 + C00001,1.14.13.7,C01468+C00007+C00005+C00080<=>C06730+C00006+C00001
3037,rn:R03570,ADP-sugar sugarphosphohydrolase,C01469 + C00001 <=> C00020 + C00991,3.6.1.21,C01469+C00001<=>C00020+C00991
3038,rn:R03571,"S-Adenosyl-L-methionine:5,7,4'-trihydroxyflavone 4'-O-methyltransferase",C00019 + C01477 <=> C00021 + C01470,2.1.1.75,C00019+C01477<=>C00021+C01470
3039,rn:R03572,Allyl-alcohol:NADP+ oxidoreductase,C02001 + C00006 <=> C01471 + C00005 + C00080,1.1.1.54,C02001+C00006<=>C01471+C00005+C00080
3040,rn:R03573,"UDPglucose:1,2-dihydroxy-9,10-anthraquinone 2-O-beta-D-glucosyltransferase",C00029 + C01474 <=> C00015 + C04719,2.4.1.103,C00029+C01474<=>C00015+C04719
3041,rn:R03574,"UDPglucose:5,7,3',4'-tetrahydroxyflavone 7-O-beta-D-glucosyltransferase",C00029 + C01477 <=> C00015 + C04608,2.4.1.81,C00029+C01477<=>C00015+C04608
3042,rn:R03575,Chlorite:acceptor oxidoreductase,C01485 + C00030 <=> C01486 + C00028 + C00001,1.97.1.1,C01485+C00030<=>C01486+C00028+C00001
3043,rn:R03576,ATP:D-allose 6-phosphotransferase,C00002 + C01487 <=> C00008 + C02962,2.7.1.55,C00002+C01487<=>C00008+C02962
3044,rn:R03577,D-Apiitol:NAD+ 1-oxidoreductase,C01569 + C00003 <=> C01488 + C00004 + C00080,1.1.1.114,C01569+C00003<=>C01488+C00004+C00080
3045,rn:R03579,N-Feruloylglycine amidohydrolase,C02564 + C00001 <=> C01494 + C00037,3.5.1.71,C02564+C00001<=>C01494+C00037
3046,rn:R03581,geraniol:NADP+ oxidoreductase,C01500 + C00006 <=> C01499 + C00005 + C00080,1.1.1.183,C01500+C00006<=>C01499+C00005+C00080
3047,rn:R03582,Indan-1-ol:NAD+ 1-oxidoreductase,C01710 + C00003 <=> C01504 + C00004 + C00080,1.1.1.112,C01710+C00003<=>C01504+C00004+C00080
3048,rn:R03583,Indan-1-ol:NADP+ 1-oxidoreductase,C01710 + C00006 <=> C01504 + C00005 + C00080,1.1.1.112,C01710+C00006<=>C01504+C00005+C00080
3049,rn:R03584,L-glycol:NAD+ oxidoreductase,C01506 + C00003 <=> C03667 + C00004 + C00080,1.1.1.185,C01506+C00003<=>C03667+C00004+C00080
3050,rn:R03585,L-glycol:NADP+ oxidoreductase,C01506 + C00006 <=> C03667 + C00005 + C00080,1.1.1.185,C01506+C00006<=>C03667+C00005+C00080
3051,rn:R03586,L-Xylose:NADP+ 1-oxidoreductase,C01510 + C00006 <=> C02994 + C00005 + C00080,1.1.1.113,C01510+C00006<=>C02994+C00005+C00080
3052,rn:R03587,"S-adenosyl-L-methionine:5,7,3',4'-tetrahydroxyflavone 3'-O-methyltransferase",C00019 + C01514 <=> C00021 + C04293,2.1.1.42,C00019+C01514<=>C00021+C04293
3053,rn:R03588,"UDPglucose:5,7,3',4'-tetrahydroxyflavone 7-O-beta-D-glucosyltransferase",C00029 + C01514 <=> C00015 + C03951,2.4.1.81,C00029+C01514<=>C00015+C03951
3054,rn:R03589,UDPglucuronate:luteolin 7-O-glucuronosyltransferase,C00167 + C01514 <=> C00015 + C03515,2.4.1.189,C00167+C01514<=>C00015+C03515
3055,rn:R03590,"flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)",C05631 + C00026 + C00007 <=> C01514 + C00042 + C00011 + C00001,1.14.20.5,C05631+C00026+C00007<=>C01514+C00042+C00011+C00001
3056,rn:R03591,morphine:NAD+ 6-oxidoreductase,C01516 + C00003 <=> C01735 + C00004 + C00080,1.1.1.218,C01516+C00003<=>C01735+C00004+C00080
3057,rn:R03592,morphine:NAD(P)+ 6-oxidoreductase,C01516 + C00006 <=> C01735 + C00005 + C00080,"1.1.1.218,1.1.1.247",C01516+C00006<=>C01735+C00005+C00080
3058,rn:R03593,Ricinine aminohydrolase,C01526 + 2 C00001 <=> C04447 + C00014,3.5.5.2,C01526+C00001<=>C04447+C00014
3059,rn:R03594,UDPglucose:scopoletin O-beta-D-glucosyltransferase,C00029 + C01752 <=> C00015 + C01527,2.4.1.128,C00029+C01752<=>C00015+C01527
3060,rn:R03595,"ATP:selenide, water phosphotransferase",C00002 + C01528 + C00001 <=> C00020 + C05172 + C00009,2.7.9.3,C00002+C01528+C00001<=>C00020+C05172+C00009
3061,rn:R03596,hydrogen selenide:NADP+ oxidoreductase,C01528 + 3 C00006 + 3 C00001 <=> C05684 + 3 C00005 + 5 C00080,1.8.1.9,C01528+C00006+C00001<=>C05684+C00005+C00080
3062,rn:R03597,hydrogen-selenide:(acceptor) oxidoreductase,C01528 + 3 C00028 + 3 C00001 <=> C05684 + 3 C00030 + 2 C00080,1.8.99.-,C01528+C00028+C00001<=>C05684+C00030+C00080
3063,rn:R03599,L-selenocysteine selenide-lyase (L-alanine-forming),C05688 + C00030 <=> C01528 + C00041 + C00028,4.4.1.16,C05688+C00030<=>C01528+C00041+C00028
3064,rn:R03600,Hydrogen-sulfide:ferredoxin oxidoreductase,C01528 + 6 C00139 + 3 C00001 <=> C05684 + 6 C00138 + 8 C00080,1.8.7.1,C01528+C00139+C00001<=>C05684+C00138+C00080
3065,rn:R03601,O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide),C00979 + C01528 <=> C05688 + C00033,2.5.1.47,C00979+C01528<=>C05688+C00033
3066,rn:R03602,,C01529 <=> C05684,,C01529<=>C05684
3067,rn:R03603,,C01529 <=> C05697,,C01529<=>C05697
3068,rn:R03604,Syringin beta-D-glucosidase,C01533 + C00001 <=> C02325 + C00031,3.2.1.126,C01533+C00001<=>C02325+C00031
3069,rn:R03605,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase,C00029 + C02325 <=> C00015 + C01533,2.4.1.111,C00029+C02325<=>C00015+C01533
3070,rn:R03607,ATP:viomycin O-phosphotransferase,C00002 + C01540 <=> C00008 + C02574,2.7.1.103,C00002+C01540<=>C00008+C02574
3071,rn:R03608,"o-cresol,NADH:oxygen oxidoreductase (2,3-dihydroxylating)",C01542 + C00007 + C00004 + C00080 <=> C02923 + C00003 + C00001,1.14.13.243,C01542+C00007+C00004+C00080<=>C02923+C00003+C00001
3072,rn:R03609,(gamma-L-Glutamyl)-N1-(4-hydroxymethylphenyl)hydrazine:(acceptor) gamma-glutamyltransferase,C01550 + C16722 <=> C03994 + C03649,2.3.2.9,C01550+C16722<=>C03994+C03649
3073,rn:R03610,"calcidiol,adrenodoxin:oxygen oxidoreductase (1-hydroxylating)",C01561 + 2 C00662 + 2 C00080 + C00007 <=> C01673 + C00667 + C00001,1.14.15.18,C01561+C00662+C00080+C00007<=>C01673+C00667+C00001
3074,rn:R03611,"calciol,NADPH-hemoprotein reductase:oxygen oxidoreductase (25-hydroxylating)",C01561 + C03161 + C00001 <=> C05443 + C03024 + C00007,1.14.14.24,C01561+C03161+C00001<=>C05443+C03024+C00007
3075,rn:R03612,Cetraxate-benzyl-ester benzylhydrolase,C03256 + C00001 <=> C01564 + C00556,3.1.1.70,C03256+C00001<=>C01564+C00556
3076,rn:R03613,diphthine:ammonia ligase (AMP-forming),C00002 + C01573 + C00014 + C00080 <=> C00020 + C00013 + C02872,6.3.1.14,C00002+C01573+C00014+C00080<=>C00020+C00013+C02872
3077,rn:R03614,(-)-Ephedrine:NAD+ 2-oxidoreductase,C01575 + C00003 <=> C04351 + C00004 + C00080,1.5.1.18,C01575+C00003<=>C04351+C00004+C00080
3078,rn:R03615,"flavonoid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3'-hydroxylating)",C01579 + C03024 + C00007 <=> C02790 + C03161 + C00001,1.14.14.82,C01579+C03024+C00007<=>C02790+C03161+C00001
3079,rn:R03616,Galactosylglycerol galactohydrolase,C05401 + C00001 <=> C01582 + C00116,3.2.1.-,C05401+C00001<=>C01582+C00116
3080,rn:R03617,D-galactosyl-N-acylsphingosine galactohydrolase,C02686 + C00001 <=> C00124 + C00195,"3.2.1.46,3.2.1.62",C02686+C00001<=>C00124+C00195
3081,rn:R03618,Trihexosylceramide galactohydrolase,C04737 + C00001 <=> C00124 + C01290,"3.2.1.22,3.2.1.47",C04737+C00001<=>C00124+C01290
3082,rn:R03620,N-Methylhexanamide amidohydrolase,C02722 + C00001 <=> C01585 + C00218,3.5.1.39,C02722+C00001<=>C01585+C00218
3083,rn:R03621,Acetyl-CoA:imidazole N-acetyltransferase,C00024 + C01589 <=> C00010 + C02560,2.3.1.2,C00024+C01589<=>C00010+C02560
3084,rn:R03622,Kievitone-hydrate hydro-lyase,C02549 <=> C01590 + C00001,4.2.1.95,C02549<=>C01590+C00001
3085,rn:R03623,S-Adenosyl-L-methionine:licodione 2'-O-methyltransferase,C00019 + C01592 <=> C00021 + C02922,2.1.1.65,C00019+C01592<=>C00021+C02922
3086,rn:R03624,Limonoate-D-ring-lactone lactonohydrolase,C16717 + C00001 <=> C01593,3.1.1.36,C16717+C00001<=>C01593
3087,rn:R03625,UDPglucose:2-hydroxy-2-methylpropanenitrile beta-D-glucosyltransferase,C00029 + C02659 <=> C00015 + C01594,2.4.1.63,C00029+C02659<=>C00015+C01594
3088,rn:R03626,Linoleate:oxygen 13-oxidoreductase,C01595 + C00007 <=> C04717,"1.13.11.12,1.13.11.33",C01595+C00007<=>C04717
3089,rn:R03627,"9-cis,12-cis-Octadecadienoate delta12-cis-delta11-trans-isomerase",C01595 <=> C04056,5.2.1.5,C01595<=>C04056
3090,rn:R03628,"melatonin:oxygen 2,3-dioxygenase (indole-decyclizing)",C01598 + C00007 <=> C05642,1.13.11.52,C01598+C00007<=>C05642
3091,rn:R03629,"melatonin,NADPH---hemoprotein reductase:oxygen oxidoreductase",C01598 + C03024 + C00007 <=> C05643 + C03161 + C00001,1.14.14.1,C01598+C03024+C00007<=>C05643+C03161+C00001
3092,rn:R03630,"phthalate,NADH:oxygen oxidoreductase (4,5-hydroxylating)",C01606 + C00007 + C00004 + C00080 <=> C04783 + C00003,1.14.12.7,C01606+C00007+C00004+C00080<=>C04783+C00003
3093,rn:R03631,Phytanate:CoA ligase (AMP-forming),C00002 + C01607 + C00010 <=> C00020 + C00013 + C02060,6.2.1.24,C00002+C01607+C00010<=>C00020+C00013+C02060
3094,rn:R03632,ATP:protamine O-phosphotransferase,C00002 + C01609 <=> C00008 + C02729,2.7.11.1,C00002+C01609<=>C00008+C02729
3095,rn:R03633,S-Adenosyl-L-methionine:O-demethylpuromycin O-methyltransferase,C00019 + C02864 <=> C00021 + C01610,2.1.1.38,C00019+C02864<=>C00021+C01610
3096,rn:R03634,,C01613 + C00001 <=> C00492 + C00124,3.2.1.22,C01613+C00001<=>C00492+C00124
3097,rn:R03635,Stachyose fructohydrolase,C01613 + C00001 <=> C05404 + C00095,3.2.1.26,C01613+C00001<=>C05404+C00095
3098,rn:R03636,leucocyanidin:NADP+ 4-oxidoreductase,C05906 + C00006 <=> C01617 + C00005 + C00080,1.1.1.219,C05906+C00006<=>C01617+C00005+C00080
3099,rn:R03637,"taxifolin,NADH:oxygen oxidoreductase (8-hydroxylating)",C01617 + C00007 + C00004 + C00080 <=> C03052 + C00003 + C00001,1.14.13.19,C01617+C00007+C00004+C00080<=>C03052+C00003+C00001
3100,rn:R03638,"taxifolin,NADPH:oxygen oxidoreductase (8-hydroxylating)",C01617 + C00007 + C00005 + C00080 <=> C03052 + C00006 + C00001,1.14.13.19,C01617+C00007+C00005+C00080<=>C03052+C00006+C00001
3101,rn:R03639,"taxifolin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C01617 + C03024 + C00007 <=> C02906 + C03161 + C00001,1.14.14.81,C01617+C03024+C00007<=>C02906+C03161+C00001
3102,rn:R03640,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",C05631 + C00026 + C00007 <=> C01617 + C00042 + C00011,1.14.11.9,C05631+C00026+C00007<=>C01617+C00042+C00011
3103,rn:R03641,Testololactone lactonohydrolase,C04676 + C00001 <=> C01618,3.1.1.37,C04676+C00001<=>C01618
3104,rn:R03642,,C01625 + C00561 <=> C01870 + C00001,3.2.1.119,C01625+C00561<=>C01870+C00001
3105,rn:R03643,NADH:(quinone-acceptor) oxidoreductase,C01628 + C00004 + C00080 <=> C05850 + C00003,1.6.5.2,C01628+C00004+C00080<=>C05850+C00003
3106,rn:R03645,Vitamin K:oxidized-dithiothreitol oxidoreductase,C01628 + C01119 + C00001 <=> C16711 + C00265,1.17.4.4,C01628+C01119+C00001<=>C16711+C00265
3107,rn:R03646,L-Arginine:tRNA(Arg) ligase (AMP-forming),C00002 + C00062 + C01636 <=> C00020 + C00013 + C02163,6.1.1.19,C00002+C00062+C01636<=>C00020+C00013+C02163
3108,rn:R03647,L-Aspartate:tRNAAsp ligase (AMP-forming),C00002 + C00049 + C01637 <=> C00020 + C00013 + C06113,6.1.1.23,C00002+C00049+C01637<=>C00020+C00013+C06113
3109,rn:R03648,L-Asparagine:tRNA(Asn) ligase (AMP-forming),C00002 + C00152 + C01637 <=> C00020 + C00013 + C03402,6.1.1.22,C00002+C00152+C01637<=>C00020+C00013+C03402
3110,rn:R03650,L-Cysteine:tRNA(Cys) ligase (AMP-forming),C00002 + C00097 + C01639 <=> C00020 + C00013 + C03125,6.1.1.16,C00002+C00097+C01639<=>C00020+C00013+C03125
3111,rn:R03651,L-Glutamate:tRNA(Gln) ligase (AMP-forming),C00002 + C00025 + C01640 <=> C00020 + C00013 + C06112,6.1.1.24,C00002+C00025+C01640<=>C00020+C00013+C06112
3112,rn:R03652,L-Glutamine:tRNA(Gln) ligase (AMP-forming),C00002 + C00064 + C01640 <=> C00020 + C00013 + C02282,6.1.1.18,C00002+C00064+C01640<=>C00020+C00013+C02282
3113,rn:R03654,glycine:tRNA(Gly) ligase (AMP-forming),C00002 + C00037 + C01642 <=> C00020 + C00013 + C02412,6.1.1.14,C00002+C00037+C01642<=>C00020+C00013+C02412
3114,rn:R03655,L-Histidine:tRNA(His) ligase (AMP-forming),C00002 + C00135 + C01643 <=> C00020 + C00013 + C02988,6.1.1.21,C00002+C00135+C01643<=>C00020+C00013+C02988
3115,rn:R03656,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),C00002 + C00407 + C01644 <=> C00020 + C00013 + C03127,6.1.1.5,C00002+C00407+C01644<=>C00020+C00013+C03127
3116,rn:R03657,L-Leucine:tRNA(Leu) ligase (AMP-forming),C00002 + C00123 + C01645 <=> C00020 + C00013 + C02047,6.1.1.4,C00002+C00123+C01645<=>C00020+C00013+C02047
3117,rn:R03658,L-lysine:tRNALys ligase (AMP-forming),C00002 + C00047 + C01646 <=> C00020 + C00013 + C01931,6.1.1.6,C00002+C00047+C01646<=>C00020+C00013+C01931
3118,rn:R03659,L-Methionine:tRNAMet ligase (AMP-forming),C00002 + C00073 + C01647 <=> C00020 + C00013 + C02430,6.1.1.10,C00002+C00073+C01647<=>C00020+C00013+C02430
3119,rn:R03660,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),C00002 + C00079 + C01648 <=> C00020 + C00013 + C03511,6.1.1.20,C00002+C00079+C01648<=>C00020+C00013+C03511
3120,rn:R03661,L-proline:tRNA(Pro) ligase (AMP-forming),C00002 + C00148 + C01649 <=> C00020 + C00013 + C02702,6.1.1.15,C00002+C00148+C01649<=>C00020+C00013+C02702
3121,rn:R03662,L-Serine:tRNA(Ser) ligase (AMP-forming),C00002 + C00065 + C01650 <=> C00020 + C00013 + C02553,6.1.1.11,C00002+C00065+C01650<=>C00020+C00013+C02553
3122,rn:R03663,L-Threonine:tRNA(Thr) ligase (AMP-forming),C00002 + C00188 + C01651 <=> C00020 + C00013 + C02992,6.1.1.3,C00002+C00188+C01651<=>C00020+C00013+C02992
3123,rn:R03664,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),C00002 + C00078 + C01652 <=> C00020 + C00013 + C03512,6.1.1.2,C00002+C00078+C01652<=>C00020+C00013+C03512
3124,rn:R03665,L-Valine:tRNAVal ligase (AMP-forming),C00002 + C00183 + C01653 <=> C00020 + C00013 + C02554,6.1.1.9,C00002+C00183+C01653<=>C00020+C00013+C02554
3125,rn:R03666,,C01672 <=> C06181,,C01672<=>C06181
3126,rn:R03667,coformycin:NADP+ 8-oxidoreductase,C01677 + C00006 <=> C02243 + C00005 + C00080,1.1.1.235,C01677+C00006<=>C02243+C00005+C00080
3127,rn:R03668,Acetyl-CoA:thioethanolamine S-acetyltransferase,C00024 + C01678 <=> C00010 + C03537,2.3.1.11,C00024+C01678<=>C00010+C03537
3128,rn:R03671,D-Fuconate hydro-lyase,C01680 <=> C06159 + C00001,4.2.1.67,C01680<=>C06159+C00001
3129,rn:R03672,,C01693 + C00355 <=> C05604 + C00822,,C01693+C00355<=>C05604+C00822
3130,rn:R03673,L-Dopachrome delta7-delta2-isomerase,C01693 <=> C04185,5.3.3.12,C01693<=>C04185
3131,rn:R03674,,C01693 <=> C05578 + C00011,,C01693<=>C05578+C00011
3132,rn:R03675,"5alpha-Ergosta-7,22-diene-3beta,5-diol 5,6-hydro-lyase",C04416 <=> C01694 + C00001,4.2.1.62,C04416<=>C01694+C00001
3133,rn:R03677,,C01694 + C00205 <=> C05441,,C01694+C00205<=>C05441
3134,rn:R03678,(3Z)-phytochromobilin:ferredoxin oxidoreductase,C05913 + 2 C00139 <=> C00500 + 2 C00138,1.3.7.4,C05913+C00139<=>C00500+C00138
3135,rn:R03679,UDP-alpha-D-galactose:galactogen 6-beta-D-galactosyltransferase,C00052 + C01698 <=> C00015 + C04034,2.4.1.205,C00052+C01698<=>C00015+C04034
3136,rn:R03680,UDPglucose:gibberellin 2-O-beta-D-glucosyltransferase,C00029 + C01699 <=> C00015 + C04070,2.4.1.176,C00029+C01699<=>C00015+C04070
3137,rn:R03681,UDP-alpha-D-glucose:glycogenin alpha-D-glucosyltransferase,C00029 + C01702 <=> C00015 + C02687,2.4.1.186,C00029+C01702<=>C00015+C02687
3138,rn:R03682,,C01708 + C00007 <=> C05781,,C01708+C00007<=>C05781
3139,rn:R03684,,C01708 <=> C06258 + C00032,,C01708<=>C06258+C00032
3140,rn:R03685,"Bis-D-fructose-2',1:2,1'-dianhydride fructohydrolase",C04333 + C00001 <=> C01711,3.2.1.134,C04333+C00001<=>C01711
3141,rn:R03686,UDPglucose:isovitexin 2''-O-beta-D-glucosyltransferase,C00029 + C01714 <=> C04199 + C00015,2.4.1.106,C00029+C01714<=>C04199+C00015
3142,rn:R03687,2-Quinolinecarboxylic acid:acceptor 4-oxidoreductase (hydroxylating),C06325 + C00028 + C00001 <=> C01717 + C00030,1.3.99.18,C06325+C00028+C00001<=>C01717+C00030
3143,rn:R03688,L-fuconate hydro-lyase,C01720 <=> C03827 + C00001,4.2.1.68,C01720<=>C03827+C00001
3144,rn:R03689,lanosterol delta24-reductase,C01724 + C00005 + C00080 <=> C05109 + C00006,1.3.1.72,C01724+C00005+C00080<=>C05109+C00006
3145,rn:R03691,ATP:lombricine N-phosphotransferase,C00002 + C01726 <=> C00008 + C02855,2.7.3.5,C00002+C01726<=>C00008+C02855
3146,rn:R03692,Dihydrocoumarin lactonohydrolase,C02274 + C00001 <=> C01198,3.1.1.35,C02274+C00001<=>C01198
3147,rn:R03693,(S)-2-methylmalate hydro-lyase,C02614 <=> C01732 + C00001,4.2.1.34,C02614<=>C01732+C00001
3148,rn:R03694,,C01732 + C00001 <=> C06029,,C01732+C00001<=>C06029
3149,rn:R03695,,C01732 + C00010 <=> C06028 + C00001,,C01732+C00010<=>C06028+C00001
3150,rn:R03696,L-threo-3-Methylaspartate ammonia-lyase,C03618 <=> C01732 + C00014,4.3.1.2,C03618<=>C01732+C00014
3151,rn:R03697,,C01516 + C03161 + C00067 + C00001 <=> C06174 + C03024 + C00007,1.14.14.1,C01516+C03161+C00067+C00001<=>C06174+C03024+C00007
3152,rn:R03698,"Oripavine,2-oxoglutarate:oxygen oxidoreductase (6-O-demethylating)",C06175 + C00026 + C00007 <=> C01735 + C00067 + C00042 + C00011,1.14.11.31,C06175+C00026+C00007<=>C01735+C00067+C00042+C00011
3153,rn:R03699,diphosphate:purine nucleoside phosphotransferase,C00013 + C15586 <=> C00009 + C05325,2.7.1.143,C00013+C15586<=>C00009+C05325
3154,rn:R03700,3'-Phosphoadenylylsulfate:galactosylsphingosine sulfotransferase,C00053 + C01747 <=> C00054 + C02744,2.8.2.13,C00053+C01747<=>C00054+C02744
